"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","wrclmch","prob","stratum","psu"
"ESS11e03",11,"3.0","02.06.2025",50412,"AT",1.329427,0.35663366,0.33091453,0.11801526,3,0.0005158343,77,177
"ESS11e03",11,"3.0","02.06.2025",50423,"AT",0.4598905,0.5081531,0.33091453,0.16815524,1,0.0014911463,67,121
"ESS11e03",11,"3.0","02.06.2025",50427,"AT",1.4547197,1.7278345,0.33091453,0.57176554,4,0.00047140633,113,339
"ESS11e03",11,"3.0","02.06.2025",50433,"AT",0.6670056,0.9119782,0.33091453,0.30178684,5,0.0010281234,28,660
"ESS11e03",11,"3.0","02.06.2025",50441,"AT",0.9669464,1.0329264,0.33091453,0.34181038,3,0.00070920587,61,105
"ESS11e03",11,"3.0","02.06.2025",50446,"AT",0.7417395,0.4453051,0.33091453,0.14735793,4,0.00092453486,29,684
"ESS11e03",11,"3.0","02.06.2025",50465,"AT",0.7803352,0.46847582,0.33091453,0.15502545,4,0.00087880704,63,506
"ESS11e03",11,"3.0","02.06.2025",50468,"AT",1.2012872,1.4268237,0.33091453,0.4721567,3,0.0005708578,112,335
"ESS11e03",11,"3.0","02.06.2025",50489,"AT",1.5597948,0.7926474,0.33091453,0.26229855,4,0.00043965018,44,475
"ESS11e03",11,"3.0","02.06.2025",50512,"AT",1.4378188,3.5898962,0.33091453,1.1879488,3,0.00047694752,25,442
"ESS11e03",11,"3.0","02.06.2025",50517,"AT",0.9332868,0.77514386,0.33091453,0.25650635,4,0.0007347838,71,155
"ESS11e03",11,"3.0","02.06.2025",50577,"AT",0.82740283,0.27430138,0.33091453,0.09077031,3,0.00082881516,108,319
"ESS11e03",11,"3.0","02.06.2025",50591,"AT",0.41601875,0.11160175,0.33091453,0.03693064,3,0.0016483968,94,243
"ESS11e03",11,"3.0","02.06.2025",50592,"AT",0.6494272,0.91126996,0.33091453,0.30155247,4,0.0010559522,10,388
"ESS11e03",11,"3.0","02.06.2025",50611,"AT",1.073635,1.0842805,0.33091453,0.35880417,1,0.00063873106,59,89
"ESS11e03",11,"3.0","02.06.2025",50623,"AT",0.9099707,0.9189945,0.33091453,0.30410862,4,0.0007536111,62,107
"ESS11e03",11,"3.0","02.06.2025",50637,"AT",0.68042654,1.0241293,0.33091453,0.33889925,2,0.0010078443,2,557
"ESS11e03",11,"3.0","02.06.2025",50638,"AT",0.55606145,0.18434645,0.33091453,0.061002918,3,0.0012332523,101,280
"ESS11e03",11,"3.0","02.06.2025",50651,"AT",0.4991056,0.6138887,0.33091453,0.20314468,4,0.0013739859,48,43
"ESS11e03",11,"3.0","02.06.2025",50681,"AT",1.159529,0.9490918,0.33091453,0.31406826,3,0.000591416,87,219
"ESS11e03",11,"3.0","02.06.2025",50687,"AT",0.7417395,0.46581924,0.33091453,0.15414636,4,0.00092453486,29,679
"ESS11e03",11,"3.0","02.06.2025",50707,"AT",1.021017,4.0006237,0.33091453,1.3238645,4,0.0006716481,11,394
"ESS11e03",11,"3.0","02.06.2025",50714,"AT",2.319058,1.8425984,0.33091453,0.6097426,4,0.000295708,87,219
"ESS11e03",11,"3.0","02.06.2025",50730,"AT",0.80748725,1.1852566,0.33091453,0.39221862,5,0.0008492568,22,425
"ESS11e03",11,"3.0","02.06.2025",50732,"AT",1.6209532,2.5107074,0.33091453,0.83082956,3,0.0004230622,58,83
"ESS11e03",11,"3.0","02.06.2025",50735,"AT",0.3912093,0.606582,0.33091453,0.20072679,2,0.001752934,45,30
"ESS11e03",11,"3.0","02.06.2025",50812,"AT",0.9812141,0.3109674,0.33091453,0.10290363,4,0.0006988934,92,233
"ESS11e03",11,"3.0","02.06.2025",50868,"AT",0.4114013,0.21932949,0.33091453,0.07257932,3,0.0016668981,89,225
"ESS11e03",11,"3.0","02.06.2025",50897,"AT",0.5487113,0.58615285,0.33091453,0.1939665,3,0.0012497721,42,25
"ESS11e03",11,"3.0","02.06.2025",50910,"AT",0.5079797,0.5426425,0.33091453,0.17956828,3,0.0013499833,64,109
"ESS11e03",11,"3.0","02.06.2025",50979,"AT",0.6465898,0.46214,0.33091453,0.15292884,3,0.001060586,37,836
"ESS11e03",11,"3.0","02.06.2025",50994,"AT",1.483479,0.8906102,0.33091453,0.29471585,5,0.00046226743,29,693
"ESS11e03",11,"3.0","02.06.2025",50995,"AT",1.2219335,0.92922765,0.33091453,0.30749494,4,0.00056121225,38,3
"ESS11e03",11,"3.0","02.06.2025",51015,"AT",0.9658987,1.4177768,0.33091453,0.46916294,3,0.00070997514,17,411
"ESS11e03",11,"3.0","02.06.2025",51029,"AT",0.65483123,0.41123956,0.33091453,0.13608515,3,0.0010472379,36,796
"ESS11e03",11,"3.0","02.06.2025",51042,"AT",1.6681843,0.44750932,0.33091453,0.14808734,4,0.0004110841,101,279
"ESS11e03",11,"3.0","02.06.2025",51046,"AT",0.47378042,1.182916,0.33091453,0.39144412,3,0.0014474301,24,431
"ESS11e03",11,"3.0","02.06.2025",51086,"AT",0.41370142,0.26861483,0.33091453,0.08888855,3,0.0016576303,108,318
"ESS11e03",11,"3.0","02.06.2025",51112,"AT",1.6209534,1.1585503,0.33091453,0.3833811,4,0.00042306219,58,82
"ESS11e03",11,"3.0","02.06.2025",51128,"AT",2.2314548,1.4013754,0.33091453,0.4637355,4,0.00030731704,30,708
"ESS11e03",11,"3.0","02.06.2025",51136,"AT",1.2440618,3.5764275,0.33091453,1.1834918,4,0.0005512299,20,422
"ESS11e03",11,"3.0","02.06.2025",51181,"AT",1.3709402,0.8609633,0.33091453,0.28490525,3,0.0005002144,12,583
"ESS11e03",11,"3.0","02.06.2025",51190,"AT",1.073635,0.67425156,0.33091453,0.22311963,3,0.00063873106,59,89
"ESS11e03",11,"3.0","02.06.2025",51191,"AT",0.8656501,0.2743429,0.33091453,0.09078405,3,0.0007921954,99,263
"ESS11e03",11,"3.0","02.06.2025",51192,"AT",0.99821126,0.5992782,0.33091453,0.19830987,3,0.0006869929,48,42
"ESS11e03",11,"3.0","02.06.2025",51221,"AT",1.3078376,0.3508419,0.33091453,0.11609869,3,0.00052434957,109,328
"ESS11e03",11,"3.0","02.06.2025",51224,"AT",0.8146224,1.2261127,0.33091453,0.4057385,4,0.0008418183,38,1
"ESS11e03",11,"3.0","02.06.2025",51231,"AT",0.9982112,1.0663236,0.33091453,0.35286197,2,0.00068699295,48,44
"ESS11e03",11,"3.0","02.06.2025",51259,"AT",0.426831,0.34936726,0.33091453,0.115610704,4,0.0016066408,90,227
"ESS11e03",11,"3.0","02.06.2025",51262,"AT",1.3870435,0.8710762,0.33091453,0.2882518,5,0.000494407,35,757
"ESS11e03",11,"3.0","02.06.2025",51285,"AT",1.6104527,1.626423,0.33091453,0.538207,3,0.0004258207,59,90
"ESS11e03",11,"3.0","02.06.2025",51322,"AT",0.340339,1.2333995,0.33091453,0.4081498,3,0.002014944,11,394
"ESS11e03",11,"3.0","02.06.2025",51414,"AT",0.5560615,0.14916976,0.33091453,0.04936244,3,0.0012332522,101,284
"ESS11e03",11,"3.0","02.06.2025",51440,"AT",0.581818,1.8593128,0.33091453,0.6152736,5,0.0011786573,5,363
"ESS11e03",11,"3.0","02.06.2025",51455,"AT",2.165643,1.5478561,0.33091453,0.51220804,4,0.0003166561,53,61
"ESS11e03",11,"3.0","02.06.2025",51503,"AT",0.37437,0.12411147,0.33091453,0.04107029,4,0.0018317816,66,116
"ESS11e03",11,"3.0","02.06.2025",51504,"AT",0.4350144,0.3560655,0.33091453,0.11782725,4,0.0015764169,103,305
"ESS11e03",11,"3.0","02.06.2025",51506,"AT",2.495528,4.0006237,0.33091453,1.3238645,4,0.00027479717,48,39
"ESS11e03",11,"3.0","02.06.2025",51521,"AT",1.3608531,2.110044,0.33091453,0.6982442,4,0.0005039222,2,550
"ESS11e03",11,"3.0","02.06.2025",51555,"AT",0.53514904,0.82976574,0.33091453,0.27458155,2,0.001281445,56,71
"ESS11e03",11,"3.0","02.06.2025",51578,"AT",1.2337465,1.8109323,0.33091453,0.5992638,3,0.00055583863,19,420
"ESS11e03",11,"3.0","02.06.2025",51581,"AT",0.6098981,0.20219404,0.33091453,0.06690894,4,0.0011243912,69,126
"ESS11e03",11,"3.0","02.06.2025",51596,"AT",0.8885217,1.3041997,0.33091453,0.43157864,3,0.0007718034,14,397
"ESS11e03",11,"3.0","02.06.2025",51650,"AT",0.5797645,0.23274033,0.33091453,0.07701716,3,0.001182832,87,215
"ESS11e03",11,"3.0","02.06.2025",51713,"AT",0.7275956,0.5200374,0.33091453,0.17208794,4,0.00094250706,61,99
"ESS11e03",11,"3.0","02.06.2025",51719,"AT",0.47378042,1.182916,0.33091453,0.39144412,3,0.0014474301,24,438
"ESS11e03",11,"3.0","02.06.2025",51720,"AT",0.9658987,1.3553393,0.33091453,0.44850147,5,0.00070997514,17,410
"ESS11e03",11,"3.0","02.06.2025",51731,"AT",2.946434,3.5797398,0.33091453,1.184588,4,0.00023274373,21,605
"ESS11e03",11,"3.0","02.06.2025",51735,"AT",0.51291066,0.6308683,0.33091453,0.2087635,3,0.0013370048,55,66
"ESS11e03",11,"3.0","02.06.2025",51736,"AT",0.95292634,0.59844613,0.33091453,0.19803452,4,0.0007196402,52,55
"ESS11e03",11,"3.0","02.06.2025",51739,"AT",1.7134386,1.0286652,0.33091453,0.34040025,3,0.0004002268,47,37
"ESS11e03",11,"3.0","02.06.2025",51741,"AT",1.112123,0.91028905,0.33091453,0.30122787,1,0.0006166261,101,285
"ESS11e03",11,"3.0","02.06.2025",51757,"AT",1.2219335,3.3056185,0.33091453,1.0938772,3,0.00056121225,38,3
"ESS11e03",11,"3.0","02.06.2025",51766,"AT",0.7366085,0.46259668,0.33091453,0.15307996,5,0.0009309749,21,600
"ESS11e03",11,"3.0","02.06.2025",51773,"AT",0.46543378,0.2922965,0.33091453,0.09672516,3,0.001473387,40,13
"ESS11e03",11,"3.0","02.06.2025",51780,"AT",1.6681843,0.44750932,0.33091453,0.14808734,3,0.0004110841,101,275
"ESS11e03",11,"3.0","02.06.2025",51802,"AT",0.7417395,1.116413,0.33091453,0.36943728,3,0.00092453486,29,676
"ESS11e03",11,"3.0","02.06.2025",51857,"AT",0.5797645,0.18373992,0.33091453,0.060802206,3,0.001182832,87,218
"ESS11e03",11,"3.0","02.06.2025",51878,"AT",0.41946852,0.3332874,0.33091453,0.11028964,5,0.0016348403,76,168
"ESS11e03",11,"3.0","02.06.2025",51897,"AT",1.3340112,0.8377713,0.33091453,0.27723068,5,0.0005140617,28,656
"ESS11e03",11,"3.0","02.06.2025",51901,"AT",0.49469304,0.19858982,0.33091453,0.06571625,3,0.0013862415,82,195
"ESS11e03",11,"3.0","02.06.2025",51911,"AT",0.65483123,0.49797148,0.33091453,0.164786,4,0.0010472379,36,816
"ESS11e03",11,"3.0","02.06.2025",51944,"AT",0.74874,0.6122118,0.33091453,0.20258978,4,0.0009158908,66,116
"ESS11e03",11,"3.0","02.06.2025",51959,"AT",1.6681842,0.6294106,0.33091453,0.20828111,2,0.00041108413,101,292
"ESS11e03",11,"3.0","02.06.2025",51961,"AT",2.165643,1.360042,0.33091453,0.45005766,4,0.0003166561,53,62
"ESS11e03",11,"3.0","02.06.2025",51965,"AT",0.48294932,0.6776696,0.33091453,0.2242507,3,0.0014199504,17,412
"ESS11e03",11,"3.0","02.06.2025",51977,"AT",1.2197962,0.32722396,0.33091453,0.10828316,4,0.0005621956,69,129
"ESS11e03",11,"3.0","02.06.2025",51995,"AT",1.112123,0.3686929,0.33091453,0.122005835,4,0.0006166261,101,286
"ESS11e03",11,"3.0","02.06.2025",52009,"AT",0.71400285,0.42865354,0.33091453,0.14184768,5,0.00096045004,27,652
"ESS11e03",11,"3.0","02.06.2025",52020,"AT",0.88628477,0.29382217,0.33091453,0.097230025,4,0.0007737514,77,178
"ESS11e03",11,"3.0","02.06.2025",52035,"AT",1.021017,2.9352186,0.33091453,0.97130644,3,0.0006716481,11,394
"ESS11e03",11,"3.0","02.06.2025",52046,"AT",0.5023222,0.7373241,0.33091453,0.24399126,2,0.0013651877,8,378
"ESS11e03",11,"3.0","02.06.2025",52062,"AT",0.4820758,0.28941548,0.33091453,0.09577179,3,0.0014225233,41,18
"ESS11e03",11,"3.0","02.06.2025",52065,"AT",1.3078378,0.94396025,0.33091453,0.31237015,3,0.00052434945,109,322
"ESS11e03",11,"3.0","02.06.2025",52089,"AT",0.68042654,0.3457754,0.33091453,0.114422105,3,0.0010078443,2,565
"ESS11e03",11,"3.0","02.06.2025",52094,"AT",1.746908,0.65911335,0.33091453,0.21811019,4,0.00039255878,100,273
"ESS11e03",11,"3.0","02.06.2025",52117,"AT",1.0973082,1.1081897,0.33091453,0.3667161,2,0.00062495115,51,52
"ESS11e03",11,"3.0","02.06.2025",52135,"AT",0.4328124,0.6073183,0.33091453,0.20097044,4,0.0015844372,16,406
"ESS11e03",11,"3.0","02.06.2025",52150,"AT",0.53681755,0.27279642,0.33091453,0.0902723,3,0.001277462,59,92
"ESS11e03",11,"3.0","02.06.2025",52170,"AT",1.4876366,1.8297577,0.33091453,0.6054934,3,0.00046097554,30,706
"ESS11e03",11,"3.0","02.06.2025",52179,"AT",1.8968233,1.355724,0.33091453,0.44862875,4,0.0003615329,39,10
"ESS11e03",11,"3.0","02.06.2025",52249,"AT",2.0805652,2.8446944,0.33091453,0.9413507,2,0.0003296047,35,768
"ESS11e03",11,"3.0","02.06.2025",52271,"AT",0.9475608,3.028117,0.33091453,1.0020479,4,0.0007237151,24,434
"ESS11e03",11,"3.0","02.06.2025",52278,"AT",1.4462273,1.0336686,0.33091453,0.34205598,4,0.00047417445,41,15
"ESS11e03",11,"3.0","02.06.2025",52280,"AT",0.83968544,0.22525504,0.33091453,0.07454017,3,0.0008166916,80,190
"ESS11e03",11,"3.0","02.06.2025",52284,"AT",0.98635733,0.70498276,0.33091453,0.23328903,3,0.0006952491,57,80
"ESS11e03",11,"3.0","02.06.2025",52285,"AT",0.94756085,1.5829294,0.33091453,0.5238143,3,0.00072371506,24,438
"ESS11e03",11,"3.0","02.06.2025",52286,"AT",0.87345386,0.46566242,0.33091453,0.15409446,3,0.0007851177,100,271
"ESS11e03",11,"3.0","02.06.2025",52289,"AT",1.159529,0.9490918,0.33091453,0.31406826,4,0.000591416,87,213
"ESS11e03",11,"3.0","02.06.2025",52291,"AT",0.45688316,1.6801076,0.33091453,0.55597204,4,0.0015009616,3,350
"ESS11e03",11,"3.0","02.06.2025",52293,"AT",0.6098981,0.4845923,0.33091453,0.16035862,4,0.0011243912,69,144
"ESS11e03",11,"3.0","02.06.2025",52305,"AT",0.68042654,0.40849575,0.33091453,0.13517718,4,0.0010078443,2,575
"ESS11e03",11,"3.0","02.06.2025",52438,"AT",0.69250387,0.52661926,0.33091453,0.17426597,4,0.0009902675,33,464
"ESS11e03",11,"3.0","02.06.2025",52449,"AT",0.39378572,0.13054818,0.33091453,0.043200288,3,0.001741465,88,221
"ESS11e03",11,"3.0","02.06.2025",52452,"AT",0.74771136,1.1254004,0.33091453,0.37241134,3,0.0009171508,65,114
"ESS11e03",11,"3.0","02.06.2025",52471,"AT",0.9137663,1.0853188,0.33091453,0.35914776,3,0.0007504808,3,347
"ESS11e03",11,"3.0","02.06.2025",52472,"AT",1.3608531,1.0348706,0.33091453,0.34245372,3,0.0005039222,2,555
"ESS11e03",11,"3.0","02.06.2025",52477,"AT",1.0828215,0.65007424,0.33091453,0.215119,2,0.0006333122,53,59
"ESS11e03",11,"3.0","02.06.2025",52480,"AT",0.32879525,0.109002635,0.33091453,0.036070555,3,0.0020856871,68,125
"ESS11e03",11,"3.0","02.06.2025",52487,"AT",0.45688316,1.4600604,0.33091453,0.4831552,2,0.0015009616,3,353
"ESS11e03",11,"3.0","02.06.2025",52510,"AT",0.6854701,0.5212708,0.33091453,0.17249608,4,0.0010004288,12,594
"ESS11e03",11,"3.0","02.06.2025",52519,"AT",0.48490664,1.2106962,0.33091453,0.40063697,2,0.0014142188,113,337
"ESS11e03",11,"3.0","02.06.2025",52532,"AT",1.3096625,1.3990275,0.33091453,0.4629585,4,0.00052361895,36,814
"ESS11e03",11,"3.0","02.06.2025",52545,"AT",3.516255,4.0000234,0.33091453,1.3236659,3,0.00019502683,8,379
"ESS11e03",11,"3.0","02.06.2025",52573,"AT",0.340339,0.80335426,0.33091453,0.2658416,4,0.002014944,11,393
"ESS11e03",11,"3.0","02.06.2025",52600,"AT",1.8296943,2.0217097,0.33091453,0.6690131,1,0.00037479706,69,147
"ESS11e03",11,"3.0","02.06.2025",52616,"AT",1.0159594,2.7484126,0.33091453,0.90948963,4,0.00067499164,64,109
"ESS11e03",11,"3.0","02.06.2025",52629,"AT",0.872949,0.2766563,0.33091453,0.09154959,3,0.0007855717,105,312
"ESS11e03",11,"3.0","02.06.2025",52638,"AT",0.43282503,0.2440759,0.33091453,0.08076826,3,0.001584391,99,264
"ESS11e03",11,"3.0","02.06.2025",52644,"AT",0.94841164,0.481958,0.33091453,0.1594869,4,0.0007230658,39,8
"ESS11e03",11,"3.0","02.06.2025",52681,"AT",1.1622558,0.8388845,0.33091453,0.27759907,4,0.00059002853,75,165
"ESS11e03",11,"3.0","02.06.2025",52716,"AT",0.8648057,0.71826625,0.33091453,0.23768474,3,0.00079296896,97,253
"ESS11e03",11,"3.0","02.06.2025",52731,"AT",0.62733126,0.19881468,0.33091453,0.06579067,4,0.001093145,110,331
"ESS11e03",11,"3.0","02.06.2025",52744,"AT",1.5751429,1.2515225,0.33091453,0.414147,2,0.00043536624,88,224
"ESS11e03",11,"3.0","02.06.2025",52745,"AT",0.5368175,0.38368163,0.33091453,0.12696582,1,0.0012774621,59,95
"ESS11e03",11,"3.0","02.06.2025",52746,"AT",0.43594596,0.116947435,0.33091453,0.038699605,3,0.0015730483,109,322
"ESS11e03",11,"3.0","02.06.2025",52759,"AT",0.86565006,0.2743429,0.33091453,0.09078405,3,0.0007921955,99,264
"ESS11e03",11,"3.0","02.06.2025",52762,"AT",0.5368175,0.54214025,0.33091453,0.17940208,3,0.0012774621,59,96
"ESS11e03",11,"3.0","02.06.2025",52781,"AT",0.7602457,0.4053074,0.33091453,0.13412212,3,0.00090202957,91,230
"ESS11e03",11,"3.0","02.06.2025",52791,"AT",1.0806355,0.6487619,0.33091453,0.21468475,4,0.00063459325,58,82
"ESS11e03",11,"3.0","02.06.2025",52796,"AT",0.4364745,0.14470044,0.33091453,0.047883477,3,0.0015711434,105,312
"ESS11e03",11,"3.0","02.06.2025",52815,"AT",0.32879525,0.2691234,0.33091453,0.08905684,3,0.0020856871,68,125
"ESS11e03",11,"3.0","02.06.2025",52833,"AT",2.1405962,1.5299567,0.33091453,0.5062849,4,0.00032036123,56,75
"ESS11e03",11,"3.0","02.06.2025",52858,"AT",0.41984272,0.13305727,0.33091453,0.04403058,4,0.0016333832,80,186
"ESS11e03",11,"3.0","02.06.2025",52880,"AT",0.7798974,0.8331143,0.33091453,0.27568963,5,0.00087930035,44,470
"ESS11e03",11,"3.0","02.06.2025",52888,"AT",0.43282506,0.2440759,0.33091453,0.08076826,2,0.0015843908,99,261
"ESS11e03",11,"3.0","02.06.2025",52891,"AT",1.3078378,1.0391382,0.33091453,0.34386593,2,0.00052434945,109,322
"ESS11e03",11,"3.0","02.06.2025",52904,"AT",0.47378042,1.7422447,0.33091453,0.5765341,2,0.0014474301,24,432
"ESS11e03",11,"3.0","02.06.2025",52907,"AT",1.4280057,0.8968005,0.33091453,0.2967643,2,0.00048022502,27,649
"ESS11e03",11,"3.0","02.06.2025",52910,"AT",2.7803075,2.2733357,0.33091453,0.7522798,2,0.00024665045,101,276
"ESS11e03",11,"3.0","02.06.2025",52975,"AT",1.6548057,0.6243626,0.33091453,0.20661065,3,0.00041440758,108,321
"ESS11e03",11,"3.0","02.06.2025",52994,"AT",0.8700288,0.23339494,0.33091453,0.07723378,4,0.00078820845,103,305
"ESS11e03",11,"3.0","02.06.2025",53002,"AT",0.3978003,0.5839044,0.33091453,0.19322245,4,0.0017238903,9,381
"ESS11e03",11,"3.0","02.06.2025",53008,"AT",0.55908823,0.3511124,0.33091453,0.11618819,3,0.0012265757,49,48
"ESS11e03",11,"3.0","02.06.2025",53011,"AT",0.5811279,0.18417189,0.33091453,0.060945153,4,0.0011800571,75,164
"ESS11e03",11,"3.0","02.06.2025",53015,"AT",0.92452425,2.6609328,0.33091453,0.8805413,3,0.000741748,86,206
"ESS11e03",11,"3.0","02.06.2025",53016,"AT",0.4073112,0.24452992,0.33091453,0.080918506,4,0.0016836366,38,1
"ESS11e03",11,"3.0","02.06.2025",53029,"AT",1.073635,0.67425156,0.33091453,0.22311963,3,0.00063873106,59,89
"ESS11e03",11,"3.0","02.06.2025",53067,"AT",0.32879528,0.1752897,0.33091453,0.05800591,5,0.002085687,68,124
"ESS11e03",11,"3.0","02.06.2025",53091,"AT",0.65053284,0.4947026,0.33091453,0.16370428,5,0.0010541574,54,495
"ESS11e03",11,"3.0","02.06.2025",53100,"AT",0.9332868,0.29577848,0.33091453,0.0978774,4,0.0007347838,71,155
"ESS11e03",11,"3.0","02.06.2025",53131,"AT",0.6670056,0.40043828,0.33091453,0.13251084,4,0.0010281234,28,670
"ESS11e03",11,"3.0","02.06.2025",53145,"AT",1.538732,1.0997832,0.33091453,0.36393422,3,0.0004456683,55,66
"ESS11e03",11,"3.0","02.06.2025",53154,"AT",0.9137663,1.3412554,0.33091453,0.44384092,3,0.0007504808,3,350
"ESS11e03",11,"3.0","02.06.2025",53159,"AT",0.71400285,0.42865354,0.33091453,0.14184768,3,0.00096045004,27,646
"ESS11e03",11,"3.0","02.06.2025",53183,"AT",0.3912093,0.19880244,0.33091453,0.065786615,2,0.001752934,45,30
"ESS11e03",11,"3.0","02.06.2025",53193,"AT",1.4504194,1.0366616,0.33091453,0.3430464,4,0.00047280395,61,103
"ESS11e03",11,"3.0","02.06.2025",53212,"AT",1.2988544,1.9065003,0.33091453,0.63088864,2,0.00052797614,10,392
"ESS11e03",11,"3.0","02.06.2025",53236,"AT",0.99414355,0.75600445,0.33091453,0.25017285,3,0.00068980386,84,523
"ESS11e03",11,"3.0","02.06.2025",53245,"AT",0.6098981,0.67390347,0.33091453,0.22300445,3,0.0011243912,69,137
"ESS11e03",11,"3.0","02.06.2025",53278,"AT",0.9484116,0.481958,0.33091453,0.1594869,3,0.00072306587,39,12
"ESS11e03",11,"3.0","02.06.2025",53286,"AT",0.48294935,0.67766964,0.33091453,0.22425073,5,0.0014199503,17,410
"ESS11e03",11,"3.0","02.06.2025",53298,"AT",0.94756085,1.3296077,0.33091453,0.43998653,3,0.00072371506,24,431
"ESS11e03",11,"3.0","02.06.2025",53301,"AT",0.6377034,0.93604124,0.33091453,0.30974963,2,0.0010753652,6,370
"ESS11e03",11,"3.0","02.06.2025",53315,"AT",1.3101807,1.040997,0.33091453,0.34448105,2,0.00052341184,100,268
"ESS11e03",11,"3.0","02.06.2025",53333,"AT",0.6670056,0.41888565,0.33091453,0.13861534,5,0.0010281234,28,658
"ESS11e03",11,"3.0","02.06.2025",53359,"AT",0.47378042,0.7914647,0.33091453,0.26190716,2,0.0014474301,24,431
"ESS11e03",11,"3.0","02.06.2025",53368,"AT",0.44314238,0.14044122,0.33091453,0.04647404,3,0.0015475028,77,174
"ESS11e03",11,"3.0","02.06.2025",53377,"AT",0.8841214,0.449287,0.33091453,0.14867559,4,0.0007756447,60,98
"ESS11e03",11,"3.0","02.06.2025",53380,"AT",0.8656501,0.4881518,0.33091453,0.16153651,2,0.0007921954,99,265
"ESS11e03",11,"3.0","02.06.2025",53384,"AT",1.483479,0.8906102,0.33091453,0.29471585,5,0.00046226743,29,688
"ESS11e03",11,"3.0","02.06.2025",53390,"AT",0.83893704,0.27812514,0.33091453,0.09203565,4,0.00081742014,76,166
"ESS11e03",11,"3.0","02.06.2025",53398,"AT",0.43672693,0.16477834,0.33091453,0.054527547,4,0.0015702354,100,269
